long_name,age_15,overall_15,age_16,overall_16,age_17,overall_17,age_18,overall_18,age_19,overall_19,age_20,overall_20,current_player_name,player_position,current_club,age_21,overall_21,overall_average,overall_21_predicted,age_22,age_23,age_24,overall_22_predicted,overall_23_predicted,overall_24_predicted
Joren Dom,,,,,,,,,,,29.0,68.0,J. Dom,Defender,Beerschot AC,30.0,68.0,68.0,67.95,31.0,32.0,33.0,67.76,67.63,67.54
Caner Cavlan,,,,,,,,,,,27.0,68.0,C. Cavlan,Defender,FC Emmen,28.0,68.0,68.0,68.01,29.0,30.0,31.0,67.88,67.8,67.76
Esteban Gabriel Orfano,,,,,,,,,,,27.0,68.0,E. Orfano,Defender,Jorge Wilstermann,28.0,68.0,68.0,68.01,29.0,30.0,31.0,67.88,67.8,67.76
Adrián Argachá González,,,,,,,,,,,32.0,68.0,A. Argachá,Midfielder,Centro Atlético Fénix,33.0,68.0,68.0,67.87,34.0,35.0,36.0,67.61,67.41,67.25
香川 勇気,,,,,,,,,,,26.0,68.0,Y. Kagawa,Midfielder,Oita Trinita,27.0,68.0,68.0,68.04,28.0,29.0,30.0,67.94,67.9,67.9
Eladio Zorrilla Jiménez,,,,,,,,,,,28.0,68.0,Elady,Midfielder,FC Cartagena,29.0,68.0,68.0,67.98,30.0,31.0,32.0,67.82,67.71,67.64
Jhon Jairo Cifuente Vergara,,,,,,,,,,,26.0,68.0,J. Cifuente,Forward,Delfín SC,27.0,68.0,68.0,68.04,28.0,29.0,30.0,67.94,67.9,67.9
Christian Leonardo Flores Calderón,,,,,,,,,,,31.0,68.0,C. Flores,Midfielder,Estudiantes de Mérida,32.0,68.0,68.0,67.9,33.0,34.0,35.0,67.66,67.48,67.34
Hernán Novick Rettich,,,,,,,,,,,30.0,68.0,H. Novick,Forward,Sol de América,31.0,68.0,68.0,67.92,32.0,33.0,34.0,67.7,67.54,67.42
Marcos Alexander Lliuya Cristobal,,,,,,,,,,,27.0,68.0,M. Lliuya,Midfielder,Sport Huancayo,28.0,68.0,68.0,68.01,29.0,30.0,31.0,67.88,67.8,67.76
Sofiane Bendebka,,,,,,,,,,,26.0,68.0,S. Bendebka,Midfielder,Al Fateh,27.0,68.0,68.0,68.04,28.0,29.0,30.0,67.94,67.9,67.9
Christos Tzolis,,,,,,,,,,,17.0,67.0,C. Tzolis,Midfielder,PAOK,18.0,67.0,67.0,67.37,19.0,20.0,21.0,67.6,67.89,68.23
Jan Thielmann,,,,,,,,,,,17.0,67.0,J. Thielmann,Midfielder,1. FC Köln,18.0,67.0,67.0,67.37,19.0,20.0,21.0,67.6,67.89,68.23
Sebastián Enzo Cáceres Ramos,,,,,,,,,,,19.0,67.0,S. Cáceres,Defender,Club América,20.0,67.0,67.0,67.29,21.0,22.0,23.0,67.43,67.64,67.89
Jan Paul van Hecke,,,,,,,,,,,19.0,67.0,J. van Hecke,Defender,SC Heerenveen,20.0,67.0,67.0,67.29,21.0,22.0,23.0,67.43,67.64,67.89
Hugo Javier Martínez Cantero,,,,,,,,,,,19.0,67.0,H. Martínez,Midfielder,Club Libertad,20.0,67.0,67.0,67.29,21.0,22.0,23.0,67.43,67.64,67.89
Agustín Oliveros Cano,,,,,,,,,,,20.0,67.0,A. Oliveros,Defender,Nacional de Montevideo,21.0,67.0,67.0,67.25,22.0,23.0,24.0,67.35,67.51,67.72
Erik Jirka,,,,,,,,,,,21.0,67.0,E. Jirka,Midfielder,CD Mirandés,22.0,67.0,67.0,67.21,23.0,24.0,25.0,67.27,67.39,67.56
Rodrigo Manuel Bogarín Giménez,,,,,,,,,,,22.0,67.0,R. Bogarín,Forward,Club Libertad,23.0,67.0,67.0,67.17,24.0,25.0,26.0,67.19,67.27,67.4
Jean Pierre Rosso Génova,,,,,,,,,,,22.0,67.0,J. Rosso,Defender,Liverpool Fútbol Club,23.0,67.0,67.0,67.17,24.0,25.0,26.0,67.19,67.27,67.4
Alexander Antonio Alvarado Carriel,,,,,,,,,,,20.0,67.0,A. Alvarado,Midfielder,SD Aucas,21.0,67.0,67.0,67.25,22.0,23.0,24.0,67.35,67.51,67.72
Jhon Jairo Espinoza Izquierdo,,,,,,,,,,,20.0,67.0,J. Espinoza,Defender,SD Aucas,21.0,67.0,67.0,67.25,22.0,23.0,24.0,67.35,67.51,67.72
Pablo Bobadilla Sáenz,,,,,,,,,,,23.0,67.0,Bobadilla,Defender,UD Logroñés,24.0,67.0,67.0,67.14,25.0,26.0,27.0,67.13,67.18,67.27
Matheus Rossetto,,,,,,,,,,,23.0,67.0,Matheus Rossetto,Midfielder,Atlanta United,24.0,67.0,67.0,67.14,25.0,26.0,27.0,67.13,67.18,67.27
Yvo Nahuel Calleros Rébori,,,,,,,,,,,21.0,67.0,Y. Calleros,Midfielder,Club Plaza Colonia,22.0,67.0,67.0,67.21,23.0,24.0,25.0,67.27,67.39,67.56
Dario Vizinger,,,,,,,,,,,21.0,67.0,D. Vizinger,Forward,Wolfsberger AC,22.0,67.0,67.0,67.21,23.0,24.0,25.0,67.27,67.39,67.56
Alejandro José Araque Peña,,,,,,,,,,,23.0,67.0,A. Araque,Goalkeeper,Estudiantes de Mérida,24.0,67.0,67.0,67.14,25.0,26.0,27.0,67.13,67.18,67.27
Nassim Hnid,,,,,,,,,,,22.0,67.0,N. Hnid,Defender,AEK Athens,23.0,67.0,67.0,67.17,24.0,25.0,26.0,67.19,67.27,67.4
Lucas da Silva Izidoro,,,,,,,,,,,23.0,67.0,Lucas Mineiro,Midfielder,Gil Vicente FC,24.0,67.0,67.0,67.14,25.0,26.0,27.0,67.13,67.18,67.27
Juan Danilo Santacruz González,,,,,,,,,,,24.0,67.0,D. Santacruz,Midfielder,Nacional Asunción,25.0,67.0,67.0,67.1,26.0,27.0,28.0,67.05,67.06,67.11
Joseph Isiah Efford,,,,,,,,,,,22.0,67.0,J. Efford,Forward,Waasland-Beveren,23.0,67.0,67.0,67.17,24.0,25.0,26.0,67.19,67.27,67.4
Walter David Rodríguez Burgos,,,,,,,,,,,23.0,67.0,W. Rodríguez,Midfielder,Independiente Medellín,24.0,67.0,67.0,67.14,25.0,26.0,27.0,67.13,67.18,67.27
Lucas Hägg Johansson,,,,,,,,,,,24.0,67.0,L. Hägg Johansson,Goalkeeper,Kalmar FF,25.0,67.0,67.0,67.1,26.0,27.0,28.0,67.05,67.06,67.11
Gastón Hernán Olveira Echeverría,,,,,,,,,,,26.0,67.0,G. Olveira,Goalkeeper,River Plate Montevideo,27.0,67.0,67.0,67.04,28.0,29.0,30.0,66.93,66.88,66.87
Dimitar Valentinov Velkovski,,,,,,,,,,,24.0,67.0,D. Velkovski,Defender,KSV Cercle Brugge,25.0,67.0,67.0,67.1,26.0,27.0,28.0,67.05,67.06,67.11
Antônio Carlos Cunha Capocasali Junior,,,,,,,,,,,26.0,67.0,Antônio Carlos,Defender,Orlando City SC,27.0,67.0,67.0,67.04,28.0,29.0,30.0,66.93,66.88,66.87
Jefferson Gabriel Orejuela Izquierdo,,,,,,,,,,,26.0,67.0,J. Orejuela,Midfielder,Barcelona Sporting Club,27.0,67.0,67.0,67.04,28.0,29.0,30.0,66.93,66.88,66.87
Jeison Daniel Chala Vásquez,,,,,,,,,,,24.0,67.0,J. Chalá,Midfielder,Universidad Católica del Ecuador,25.0,67.0,67.0,67.1,26.0,27.0,28.0,67.05,67.06,67.11
Moustapha Name,,,,,,,,,,,24.0,67.0,M. Name,Midfielder,Paris FC,25.0,67.0,67.0,67.1,26.0,27.0,28.0,67.05,67.06,67.11
小屋 松知哉,,,,,,,,,,,24.0,67.0,T. Koyamatsu,Midfielder,Sagan Tosu,25.0,67.0,67.0,67.1,26.0,27.0,28.0,67.05,67.06,67.11
Eneko Satrústegui Plano,,,,,,,,,,,28.0,67.0,Satrústegui,Defender,C.D. Castellón,29.0,67.0,67.0,66.98,30.0,31.0,32.0,66.81,66.7,66.63
André Rømer,,,,,,,,,,,25.0,67.0,A. Rømer,Midfielder,Randers FC,26.0,67.0,67.0,67.07,27.0,28.0,29.0,66.99,66.97,66.99
Hólmbert Aron Friðjónsson,,,,,,,,,,,26.0,67.0,H. Friðjónsson,Forward,Aalesunds FK,27.0,67.0,67.0,67.04,28.0,29.0,30.0,66.93,66.88,66.87
Alfonso Luna Islas,,,,,,,,,,,29.0,67.0,A. Luna,Defender,Querétaro,30.0,67.0,67.0,66.96,31.0,32.0,33.0,66.76,66.62,66.52
Fernando Alexander Guerrero Vásquez,,,,,,,,,,,29.0,67.0,F. Guerrero,Forward,Independiente del Valle,30.0,67.0,67.0,66.96,31.0,32.0,33.0,66.76,66.62,66.52
Adrián Cuevas Algeciras,,,,,,,,,,,29.0,67.0,Adri Cuevas,Midfielder,CE Sabadell FC,30.0,67.0,67.0,66.96,31.0,32.0,33.0,66.76,66.62,66.52
José Luis Granados Asprilla,,,,,,,,,,,32.0,67.0,J. Granados,Defender,AC Mineros de Guayana,33.0,67.0,67.0,66.89,34.0,35.0,36.0,66.63,66.43,66.27
Marc Martínez Aranda,,,,,,,,,,,29.0,67.0,Marc Martínez,Goalkeeper,FC Cartagena,30.0,67.0,67.0,66.96,31.0,32.0,33.0,66.76,66.62,66.52
Joazinho Waldhir Arroé Salcedo,,,,,,,,,,,27.0,67.0,J. Arroé,Midfielder,Alianza Lima,28.0,67.0,67.0,67.01,29.0,30.0,31.0,66.87,66.79,66.75
Lorenzo Eduardo Aranda,,,,,,,,,,,34.0,67.0,E. Aranda,Midfielder,Cusco FC,35.0,67.0,67.0,66.86,36.0,37.0,38.0,66.57,66.34,66.15
杉田 祐希也,,,,,,,,,,,26.0,67.0,Y. Sugita,Forward,IK Sirius,27.0,67.0,67.0,67.04,28.0,29.0,30.0,66.93,66.88,66.87
Hernán Ismael Galíndez,,,,,,,,,,,32.0,67.0,H. Galíndez,Goalkeeper,Universidad Católica del Ecuador,33.0,67.0,67.0,66.89,34.0,35.0,36.0,66.63,66.43,66.27
Jeferson Collazos Viveros,,,,,,,,,,,28.0,67.0,J. Collazos,Forward,Club Atlético Grau,29.0,67.0,67.0,66.98,30.0,31.0,32.0,66.81,66.7,66.63
Carlos Ariel Neumann Torres,,,,,,,,,,,33.0,67.0,C. Neumann,Forward,Sport Huancayo,34.0,67.0,67.0,66.87,35.0,36.0,37.0,66.59,66.37,66.2
Alexis Hernán Blanco,,,,,,,,,,,31.0,67.0,A. Blanco,Forward,Caracas FC,32.0,67.0,67.0,66.91,33.0,34.0,35.0,66.67,66.49,66.35
Stavros Vasilantonopoulos,,,,,,,,,,,27.0,67.0,S. Vasilantonopoulos,Midfielder,AEK Athens,28.0,67.0,67.0,67.01,29.0,30.0,31.0,66.87,66.79,66.75
Ander Vitoria Agirre,,,,,,,,,,,29.0,67.0,Ander Vitoria,Forward,UD Logroñés,30.0,67.0,67.0,66.96,31.0,32.0,33.0,66.76,66.62,66.52
Aster Vranckx,,,,,,,,,,,16.0,66.0,A. Vranckx,Midfielder,KV Mechelen,17.0,66.0,66.0,66.39,18.0,19.0,20.0,66.63,66.94,67.3
Tariq Lamptey,,,,,,,,,,,18.0,66.0,T. Lamptey,Defender,Brighton & Hove Albion,19.0,66.0,66.0,66.31,20.0,21.0,22.0,66.46,66.68,66.95
Kamal Sowah,,,,,,,,,,,19.0,66.0,K. Sowah,Midfielder,Oud-Heverlee Leuven,20.0,66.0,66.0,66.27,21.0,22.0,23.0,66.38,66.56,66.78
Ipalibo Jack,,,,,,,,,,,21.0,66.0,I. Jack,Midfielder,Strømsgodset IF,22.0,66.0,66.0,66.2,23.0,24.0,25.0,66.24,66.34,66.48
Bogdan Milovanov,,,,,,,,,,,21.0,66.0,B. Milovanov,Defender,Real Sporting de Gijón,22.0,66.0,66.0,66.2,23.0,24.0,25.0,66.24,66.34,66.48
Angelo Smit Preciado Quiñónez,,,,,,,,,,,21.0,66.0,A. Preciado,Defender,Independiente del Valle,22.0,66.0,66.0,66.2,23.0,24.0,25.0,66.24,66.34,66.48
Gilberto Sepúlveda López,,,,,,,,,,,20.0,66.0,G. Sepúlveda,Defender,Guadalajara,21.0,66.0,66.0,66.24,22.0,23.0,24.0,66.32,66.46,66.64
Jean Emile Junior Onana Onana,,,,,,,,,,,19.0,66.0,J. Onana,Midfielder,Royal Excel Mouscron,20.0,66.0,66.0,66.27,21.0,22.0,23.0,66.38,66.56,66.78
Juan Ignacio Ramírez Polero,,,,,,,,,,,22.0,66.0,J. Ramírez,Forward,Liverpool Fútbol Club,23.0,66.0,66.0,66.17,24.0,25.0,26.0,66.17,66.23,66.34
Franco Ezequiel Calderón,,,,,,,,,,,21.0,66.0,F. Calderón,Defender,Unión de Santa Fe,22.0,66.0,66.0,66.2,23.0,24.0,25.0,66.24,66.34,66.48
Adolfo Alejandro Muñoz Cervantes,,,,,,,,,,,21.0,66.0,A. Muñoz,Midfielder,LDU Quito,22.0,66.0,66.0,66.2,23.0,24.0,25.0,66.24,66.34,66.48
Rustamzhon Ashurmatov,,,,,,,,,,,22.0,66.0,R. Ashurmatov,Defender,GwangJu FC,23.0,66.0,66.0,66.17,24.0,25.0,26.0,66.17,66.23,66.34
Luis Geovanny Segovia Vega,,,,,,,,,,,21.0,66.0,L. Segovia,Defender,Independiente del Valle,22.0,66.0,66.0,66.2,23.0,24.0,25.0,66.24,66.34,66.48
Eduardo Enrique Fereira Peñaranda,,,,,,,,,,,18.0,66.0,E. Fereira,Defender,Caracas FC,19.0,66.0,66.0,66.31,20.0,21.0,22.0,66.46,66.68,66.95
Dejan Petrovič,,,,,,,,,,,21.0,66.0,D. Petrovič,Midfielder,SK Rapid Wien,22.0,66.0,66.0,66.2,23.0,24.0,25.0,66.24,66.34,66.48
Facundo Kidd Álvarez,,,,,,,,,,,21.0,66.0,F. Kidd,Defender,Club Plaza Colonia,22.0,66.0,66.0,66.2,23.0,24.0,25.0,66.24,66.34,66.48
Yusuke Matsuo,,,,,,,,,,,21.0,66.0,Y. Matsuo,Midfielder,Yokohama FC,22.0,66.0,66.0,66.2,23.0,24.0,25.0,66.24,66.34,66.48
Marco Grüll,,,,,,,,,,,20.0,66.0,M. Grüll,Forward,SV Ried,21.0,66.0,66.0,66.24,22.0,23.0,24.0,66.32,66.46,66.64
Eliel Peretz,,,,,,,,,,,22.0,66.0,E. Peretz,Midfielder,Wolfsberger AC,23.0,66.0,66.0,66.17,24.0,25.0,26.0,66.17,66.23,66.34
Serge Tabekou,,,,,,,,,,,22.0,66.0,S. Tabekou,Midfielder,Royal Excel Mouscron,23.0,66.0,66.0,66.17,24.0,25.0,26.0,66.17,66.23,66.34
Luís Manuel Gonçalves Silva,,,,,,,,,,,23.0,66.0,Reko,Midfielder,AD Alcorcón,24.0,66.0,66.0,66.13,25.0,26.0,27.0,66.1,66.13,66.2
Gustavo Orlando Cortez Quiñónez,,,,,,,,,,,21.0,66.0,G. Cortéz,Defender,Universidad Católica del Ecuador,22.0,66.0,66.0,66.2,23.0,24.0,25.0,66.24,66.34,66.48
Carlos Andrés Cuero Quiñónez,,,,,,,,,,,23.0,66.0,C. Cuero,Defender,SD Aucas,24.0,66.0,66.0,66.13,25.0,26.0,27.0,66.1,66.13,66.2
Matías Gabriel Pardo,,,,,,,,,,,23.0,66.0,M. Pardo,Midfielder,Sol de América,24.0,66.0,66.0,66.13,25.0,26.0,27.0,66.1,66.13,66.2
José Andrés Martínez Torres,,,,,,,,,,,24.0,66.0,J. Martínez,Midfielder,Philadelphia Union,25.0,66.0,66.0,66.1,26.0,27.0,28.0,66.04,66.04,66.08
José Alejandro Rivas Méndez,,,,,,,,,,,20.0,66.0,J. Rivas,Forward,Estudiantes de Mérida,21.0,66.0,66.0,66.24,22.0,23.0,24.0,66.32,66.46,66.64
Leandro Suhr Avondet,,,,,,,,,,,21.0,66.0,L. Suhr,Forward,Club Plaza Colonia,22.0,66.0,66.0,66.2,23.0,24.0,25.0,66.24,66.34,66.48
Carlos Roberto Neyra Leyva,,,,,,,,,,,24.0,66.0,C. Neyra,Defender,Melgar FBC,25.0,66.0,66.0,66.1,26.0,27.0,28.0,66.04,66.04,66.08
Janner Hitcler Corozo Alman,,,,,,,,,,,23.0,66.0,J. Corozo,Midfielder,Delfín SC,24.0,66.0,66.0,66.13,25.0,26.0,27.0,66.1,66.13,66.2
Carlos Antonio Melgar Vargas,,,,,,,,,,,25.0,66.0,C. Melgar,Midfielder,Jorge Wilstermann,26.0,66.0,66.0,66.07,27.0,28.0,29.0,65.98,65.95,65.96
Leonardo José Flores Soto,,,,,,,,,,,23.0,66.0,L. Flores,Midfielder,Caracas FC,24.0,66.0,66.0,66.13,25.0,26.0,27.0,66.1,66.13,66.2
Cristian Alexandru Albu,,,,,,,,,,,25.0,66.0,A. Albu,Midfielder,UTA Arad,26.0,66.0,66.0,66.07,27.0,28.0,29.0,65.98,65.95,65.96
Jhonatan Marcelo Candia Hernández,,,,,,,,,,,24.0,66.0,J. Candia,Forward,Arsenal de Sarandí,25.0,66.0,66.0,66.1,26.0,27.0,28.0,66.04,66.04,66.08
Tom Pietermaat,,,,,,,,,,,26.0,66.0,T. Pietermaat,Midfielder,Beerschot AC,27.0,66.0,66.0,66.04,28.0,29.0,30.0,65.92,65.86,65.84
Mohamed Benkhemassa,,,,,,,,,,,26.0,66.0,M. Benkhemassa,Midfielder,Málaga CF,27.0,66.0,66.0,66.04,28.0,29.0,30.0,65.92,65.86,65.84
Leonardo Henriques Coelho,,,,,,,,,,,26.0,66.0,Leo Coelho,Defender,Centro Atlético Fénix,27.0,66.0,66.0,66.04,28.0,29.0,30.0,65.92,65.86,65.84
Guillermo Gabriel De Los Santos Viana,,,,,,,,,,,28.0,66.0,G. de los Santos,Defender,Universidad Católica del Ecuador,29.0,66.0,66.0,65.99,30.0,31.0,32.0,65.82,65.71,65.64
Marcos Andrés López Cabrera,,,,,,,,,,,26.0,66.0,A. López,Defender,Universidad Católica del Ecuador,27.0,66.0,66.0,66.04,28.0,29.0,30.0,65.92,65.86,65.84
Bilel Saidani,,,,,,,,,,,26.0,66.0,B. Saidani,Midfielder,Damac FC,27.0,66.0,66.0,66.04,28.0,29.0,30.0,65.92,65.86,65.84
Jakov Puljić,,,,,,,,,,,25.0,66.0,J. Puljić,Forward,Jagiellonia Białystok,26.0,66.0,66.0,66.07,27.0,28.0,29.0,65.98,65.95,65.96
Jorge Raúl Zules Caicedo,,,,,,,,,,,28.0,66.0,J. Zules Caicedo,Defender,Unión de Santa Fe,29.0,66.0,66.0,65.99,30.0,31.0,32.0,65.82,65.71,65.64
Juan Mackay Abad,,,,,,,,,,,32.0,66.0,Mackay,Goalkeeper,CE Sabadell FC,33.0,66.0,66.0,65.91,34.0,35.0,36.0,65.66,65.47,65.32
Daniel Ángel Cervantes Fraire,,,,,,,,,,,29.0,66.0,D. Cervantes,Defender,Querétaro,30.0,66.0,66.0,65.97,31.0,32.0,33.0,65.77,65.63,65.53
David Cubillas Peña,,,,,,,,,,,29.0,66.0,Cubillas,Forward,C.D. Castellón,30.0,66.0,66.0,65.97,31.0,32.0,33.0,65.77,65.63,65.53
Geovanny Enrique Nazareno Simisterra,,,,,,,,,,,31.0,66.0,G. Nazareno,Midfielder,Delfín SC,32.0,66.0,66.0,65.92,33.0,34.0,35.0,65.68,65.5,65.36
John Ogochukwu Ogu,,,,,,,,,,,31.0,66.0,J. Ogu,Defender,Al Adalah,32.0,66.0,66.0,65.92,33.0,34.0,35.0,65.68,65.5,65.36
Walter Leodán Chalá Vásquez,,,,,,,,,,,27.0,66.0,W. Chalá,Midfielder,Universidad Católica del Ecuador,28.0,66.0,66.0,66.01,29.0,30.0,31.0,65.86,65.77,65.72
Carlos Gregorio Rivero González,,,,,,,,,,,26.0,66.0,C. Rivero,Defender,Caracas FC,27.0,66.0,66.0,66.04,28.0,29.0,30.0,65.92,65.86,65.84
Arnaldo Andrés Giménez Dos Santos,,,,,,,,,,,32.0,66.0,A. Giménez,Goalkeeper,Jorge Wilstermann,33.0,66.0,66.0,65.91,34.0,35.0,36.0,65.66,65.47,65.32
Bogdan Alexandru Mitrea,,,,,,,,,,,31.0,66.0,B. Mitrea,Defender,Sepsi OSK,32.0,66.0,66.0,65.92,33.0,34.0,35.0,65.68,65.5,65.36
Josu Ozkoidi Alba,,,,,,,,,,,29.0,66.0,Ozkoidi,Defender,CE Sabadell FC,30.0,66.0,66.0,65.97,31.0,32.0,33.0,65.77,65.63,65.53
Víctor Manuel Peña Espinoza,,,,,,,,,,,31.0,66.0,V. Peña,Midfielder,Sport Huancayo,32.0,66.0,66.0,65.92,33.0,34.0,35.0,65.68,65.5,65.36
Vito Hammershøy-Mistrati,,,,,,,,,,,27.0,66.0,V. Hammershøy-Mistrati,Midfielder,Randers FC,28.0,66.0,66.0,66.01,29.0,30.0,31.0,65.86,65.77,65.72
Carlos Alberto Caraza Pérez,,,,,,,,,,,33.0,66.0,C. Caraza,Midfielder,Sport Huancayo,34.0,66.0,66.0,65.89,35.0,36.0,37.0,65.62,65.41,65.24
Daniel Ricardo Febles Argüelles,,,,,,,,,,,28.0,66.0,D. Febles,Midfielder,Aragua FC,29.0,66.0,66.0,65.99,30.0,31.0,32.0,65.82,65.71,65.64
John Anderson Fajardo Pinchi,,,,,,,,,,,30.0,66.0,J. Fajardo,Defender,Deportivo Binacional,31.0,66.0,66.0,65.94,32.0,33.0,34.0,65.72,65.56,65.44
Ricardo Enrique Salcedo Smith,,,,,,,,,,,29.0,66.0,R. Salcedo,Midfielder,Sport Huancayo,30.0,66.0,66.0,65.97,31.0,32.0,33.0,65.77,65.63,65.53
Jeickson Gustavo Reyes Aparcana,,,,,,,,,,,31.0,66.0,J. Reyes,Defender,Deportivo Binacional,32.0,66.0,66.0,65.92,33.0,34.0,35.0,65.68,65.5,65.36
Haibrany Nick Ruiz Díaz Minervino,,,,,,,,,,,26.0,66.0,H. Ruíz Díaz,Defender,Club Plaza Colonia,27.0,66.0,66.0,66.04,28.0,29.0,30.0,65.92,65.86,65.84
Romario Javier Caicedo Ante,,,,,,,,,,,29.0,66.0,R. Caicedo,Defender,Emelec,30.0,66.0,66.0,65.97,31.0,32.0,33.0,65.77,65.63,65.53
Jairo Santiago Padilla Folleco,,,,,,,,,,,28.0,66.0,J. Padilla,Midfielder,El Nacional,29.0,66.0,66.0,65.99,30.0,31.0,32.0,65.82,65.71,65.64
Luis Gonzalo Congo Minda,,,,,,,,,,,30.0,66.0,L. Congo,Forward,El Nacional,31.0,66.0,66.0,65.94,32.0,33.0,34.0,65.72,65.56,65.44
Nicolás Alejandro Rodríguez Charquero,,,,,,,,,,,27.0,66.0,N. Rodríguez,Defender,River Plate Montevideo,28.0,66.0,66.0,66.01,29.0,30.0,31.0,65.86,65.77,65.72
Farouk Chafaï,,,,,,,,,,,29.0,66.0,F. Chafaï,Defender,Damac FC,30.0,66.0,66.0,65.97,31.0,32.0,33.0,65.77,65.63,65.53
Kensuke Sato,,,,,,,,,,,30.0,66.0,K. Sato,Midfielder,Yokohama FC,31.0,66.0,66.0,65.94,32.0,33.0,34.0,65.72,65.56,65.44
Guillaume Bosca,,,,,,,,,,,29.0,66.0,G. Bosca,Midfielder,USL Dunkerque,30.0,66.0,66.0,65.97,31.0,32.0,33.0,65.77,65.63,65.53
Dimitri Boudaud,,,,,,,,,,,32.0,66.0,D. Boudaud,Midfielder,USL Dunkerque,33.0,66.0,66.0,65.91,34.0,35.0,36.0,65.66,65.47,65.32
Carles Salvador Vidal,,,,,,,,,,,28.0,66.0,Carles Salvador,Midfielder,C.D. Castellón,29.0,66.0,66.0,65.99,30.0,31.0,32.0,65.82,65.71,65.64
Rubén Díez Adán,,,,,,,,,,,25.0,66.0,Rubén Díez,Midfielder,C.D. Castellón,26.0,66.0,66.0,66.07,27.0,28.0,29.0,65.98,65.95,65.96
Youssouph Mamadou Badji,,,,,,,,,,,17.0,65.0,Y. Badji,Forward,Club Brugge KV,18.0,65.0,65.0,65.33,19.0,20.0,21.0,65.49,65.72,66.0
Ísak Bergmann Jóhannesson,,,,,,,,,,,16.0,65.0,I. Jóhannesson,Midfielder,IFK Norrköping,17.0,65.0,65.0,65.37,18.0,19.0,20.0,65.57,65.84,66.16
Ajdin Hasić,,,,,,,,,,,17.0,65.0,A. Hasić,Midfielder,Beşiktaş JK,18.0,65.0,65.0,65.33,19.0,20.0,21.0,65.49,65.72,66.0
Danilo Pereira Da Silva,,,,,,,,,,,20.0,65.0,Danilo,Forward,FC Twente,21.0,65.0,65.0,65.22,22.0,23.0,24.0,65.27,65.38,65.54
Reno Piscopo,,,,,,,,,,,21.0,65.0,R. Piscopo,Midfielder,Wellington Phoenix,22.0,65.0,65.0,65.19,23.0,24.0,25.0,65.21,65.29,65.41
Agustín Canobbio Graviz,,,,,,,,,,,20.0,65.0,A. Canobbio,Midfielder,Centro Atlético Fénix,21.0,65.0,65.0,65.22,22.0,23.0,24.0,65.27,65.38,65.54
Joe Bell,,,,,,,,,,,20.0,65.0,J. Bell,Midfielder,Viking FK,21.0,65.0,65.0,65.22,22.0,23.0,24.0,65.27,65.38,65.54
Du Jae Won,,,,,,,,,,,21.0,65.0,Won Du Jae,Midfielder,Ulsan Hyundai FC,22.0,65.0,65.0,65.19,23.0,24.0,25.0,65.21,65.29,65.41
Yanis Hamache,,,,,,,,,,,19.0,65.0,Y. Hamache,Defender,Boavista FC,20.0,65.0,65.0,65.26,21.0,22.0,23.0,65.35,65.5,65.7
Odin Luraas Bjørtuft,,,,,,,,,,,20.0,65.0,O. Bjørtuft,Defender,Odds BK,21.0,65.0,65.0,65.22,22.0,23.0,24.0,65.27,65.38,65.54
Pablo García Carrasco,,,,,,,,,,,19.0,65.0,Pablo García,Defender,Real Sporting de Gijón,20.0,65.0,65.0,65.26,21.0,22.0,23.0,65.35,65.5,65.7
Matheus Mascarenhas dos Santos Raimundo,,,,,,,,,,,20.0,65.0,Mascarenhas,Defender,Vitória Guimarães,21.0,65.0,65.0,65.22,22.0,23.0,24.0,65.27,65.38,65.54
Meschack Elia Lina,,,,,,,,,,,21.0,65.0,M. Elia,Forward,BSC Young Boys,22.0,65.0,65.0,65.19,23.0,24.0,25.0,65.21,65.29,65.41
Kevin Nahin Álvarez Campos,,,,,,,,,,,20.0,65.0,K. Álvarez,Defender,Pachuca,21.0,65.0,65.0,65.22,22.0,23.0,24.0,65.27,65.38,65.54
Enzo Gabriel Martínez Suárez,,,,,,,,,,,21.0,65.0,E. Martínez,Defender,Peñarol,22.0,65.0,65.0,65.19,23.0,24.0,25.0,65.21,65.29,65.41
Santiago Martín Pérez Casal,,,,,,,,,,,20.0,65.0,S. Pérez,Defender,River Plate Montevideo,21.0,65.0,65.0,65.22,22.0,23.0,24.0,65.27,65.38,65.54
Eric Junior Bocat,,,,,,,,,,,19.0,65.0,E. Bocat,Defender,Royal Excel Mouscron,20.0,65.0,65.0,65.26,21.0,22.0,23.0,65.35,65.5,65.7
Conrado Buchanelli Holz,,,,,,,,,,,22.0,65.0,Conrado,Midfielder,Lechia Gdańsk,23.0,65.0,65.0,65.16,24.0,25.0,26.0,65.14,65.18,65.27
Alexis Gonçalves Pereira,,,,,,,,,,,22.0,65.0,A. Gonçalves Pereira,Forward,La Berrichonne de Châteauroux,23.0,65.0,65.0,65.16,24.0,25.0,26.0,65.14,65.18,65.27
Jhojan Esmaides Julio Palacios,,,,,,,,,,,20.0,65.0,J. Julio,Forward,LDU Quito,21.0,65.0,65.0,65.22,22.0,23.0,24.0,65.27,65.38,65.54
Luis Iván Cartés Maidana,,,,,,,,,,,21.0,65.0,I. Cartés,Goalkeeper,Club Plaza Colonia,22.0,65.0,65.0,65.19,23.0,24.0,25.0,65.21,65.29,65.41
